30371676;67;256624829
30371679;104;206227759
30371891;87;30371892
30371892;41;356950509
30371893;183;30371894
30371894;109;30371895
30371895;40;356947265
30371896;215;30371899
30371899;94;30371900
30371900;99;30371912
30371912;198;30371916
30371916;43;262035783
30371918;25;262035780
30371919;184;30371918
30371920;52;266678234
30371921;151;30371920
30371922;121;30371921
30371923;64;275905185
30371926;62;30371923
30371930;86;30371926
30371933;244;30371930
30371935;222;30371933
30371937;120;290005112
30371937;41;290004997
30371938;111;262022560
30371939;61;30371944
30371944;40;290005000
30371946;36;30371949
30371949;157;30371952
30371952;119;290005117
30371956;60;32122141
30371959;63;275905181
30371962;58;262022545
30371965;95;370947343
30371967;43;30371965
30371971;165;30371967
30371974;29;275905183
30371978;175;290013069
30371980;25;268796520
30371981;29;268796521
30371982;98;268796522
30371983;153;30371982
30371984;81;30371983
30371990;48;268796519
30371993;27;268796518
30371996;122;30371993
30371998;69;290367837
30372002;78;226205978
30372002;72;30371998
30372004;13;226205970
30372004;20;226205938
30372004;54;290037364
30372008;10;290037361
30372011;18;30372008
30372014;14;30372011
30372029;12;30372014
30372031;13;268794060
30372038;14;447588270
30372041;55;30372038
30372041;61;30376962
30372044;42;268794059
30372044;104;30372046
30372046;69;30372047
30372047;23;268794057
30372048;31;30372049
30372049;54;30372050
30372050;33;268794054
30372051;76;251680825
30372054;24;268794050
30372058;38;268794052
30372061;26;630963211
30372064;40;251694559
30372067;21;268794053
30372069;133;30372072
30372072;32;251693069
30372075;64;286471351
30372075;99;251693217
30372078;30;1169737319
30372081;13;1169737323
30372081;16;752177398
30372083;35;268794043
30372084;107;30372085
30372085;28;1169737284
30372085;188;602651346
30372086;34;274096903
30372086;22;275178510
30372087;93;251690144
30372088;10;571611842
30372096;49;651848317
30375869;96;30375871
30375869;30;251678246
30375869;48;471635718
30375869;30;251678246
30375869;95;272798871
30375871;93;30375873
30375871;94;251689483
30375873;61;30375877
30375873;116;251689493
30375877;37;279027551
30375883;40;274088775
30375913;107;290148697
30375913;38;475613629
30375913;38;475613629
30375924;104;256620819
30375924;43;30375927
30375927;40;273485822
30375927;93;273706823
30375935;11;273706825
30375935;11;273706825
30375937;62;30375940
30375940;76;30375944
30375944;29;236138736
30375949;12;1159658822
30376024;8;236139860
30376027;20;30376028
30376028;15;278057644
30376029;27;30376030
30376030;94;30376031
30376031;87;278057630
30376047;119;251688755
30376047;90;251689744
30376057;92;251689483
30376057;91;30375873
30376951;24;274089875
30376952;36;206372502
30376953;62;273535364
30376958;57;273769865
30376958;107;277478784
30376960;74;273769857
30376960;112;752177507
30376962;27;30376963
30376963;23;268794058
30376964;43;30372004
800505129;94;452256024
300594322;4;287569203
300594322;4;287569372
300604117;82;287449433
300604118;53;811564101
300606747;73;300606748
300606748;52;300606749
300606749;50;529130190
300606749;45;792782081
300606750;43;300606752
300606752;146;611016228
300606752;54;300606753
300606753;59;300606754
300606754;44;300606755
300606755;35;300606756
300606756;276;792782083
800720952;65;322038112
800720958;8;452256028
800767555;3;800767556
800767556;61;452255955
600803544;34;587632543
600803545;73;243362236
600803546;192;281477852
500834684;11;775881271
500834684;70;297566254
500834687;47;500834689
500834689;3;1179547224
500834691;36;506990374
500834694;25;322747178
500834696;82;500834697
500834697;79;500834699
500834699;102;500834701
500834701;62;500834702
500834702;110;777387533
801112195;166;452256086
801120066;11;34802118
801120153;48;801120158
801120158;41;801120162
801120162;29;801120166
801120166;34;801120178
801120178;33;801120184
801120184;48;801120193
801120193;44;801120205
801120205;44;801120215
801120215;50;801120223
801120223;31;801120224
801120224;29;801120228
801120228;24;801120234
801120234;26;801120242
801120242;19;801120248
801120248;17;801120066
901133967;42;901133984
901133984;14;901133987
901133987;20;945345258
901133995;8;945345067
31349915;186;535373762
31349933;45;31349934
31349934;198;1081064150
31349936;59;31349937
31349937;8;1081064017
31349938;73;535183887
31349939;144;243350734
31349940;24;243353313
31349941;82;31349942
31349942;74;31349943
31349943;70;31349944
31349944;56;535180427
31349944;84;535346716
31349945;23;535346725
31349945;60;535345848
31349946;434;535345965
31349946;138;31349947
31349947;263;290849816
31349948;214;290849817
31349951;39;264731720
31349954;37;264110911
31349956;34;207422752
31349957;16;207425127
31349957;17;310654601
31349958;46;207427011
31349961;64;207435068
31349963;14;1079816548
31349963;74;284774384
31349965;51;261677470
31349968;5;815569163
31349974;41;245486403
31349975;27;207457010
31349975;23;207444055
31349978;7;31349979
31349979;12;599320034
31349979;19;31349980
31349980;15;1182564847
31349981;24;31349982
31349982;15;31349983
31349983;5;288951204
31349984;169;963335578
31349986;65;278516634
31349987;44;278074501
31349992;17;251767739
31349993;10;278209562
31349996;27;278192375
31349996;17;288494080
31349996;36;963335628
31349999;12;278209563
31350002;132;272306201
31350002;49;278526484
601638026;68;290029074
601638027;33;272273905
51969078;28;431089504
51969083;46;391105112
51969924;188;1080043377
51969924;56;51969928
51969928;33;51969930
51969930;102;227461749
51977204;19;1080043346
52014180;21;321472371
52014182;25;322582783
52014182;15;323214387
52014186;10;52014188
52014188;16;52014191
52014191;34;243377992
52014191;15;323214392
52014199;17;269494843
52014199;37;834909294
52014201;64;321456399
52014203;100;321351300
52014211;47;52014212
52014212;40;264729213
52014213;71;52014216
52014216;40;321374200
52014218;137;52014220
52014220;63;322065410
32063262;18;965424638
32063262;7;777395553
32063263;105;207484312
32063265;31;32063279
32063268;52;32063263
32063271;10;1030117398
32063274;21;966735074
32063274;20;206355166
32063276;10;29782997
32063279;36;32063281
32063281;17;966735212
32063285;39;29783008
32063287;35;282754704
32063291;56;323215293
32063294;17;326089696
32063296;16;326089697
32063297;29;326089700
32063299;31;682268911
32063300;139;32063302
32063302;155;682268997
32063303;30;32063305
32063305;33;326089598
32063306;94;924156183
32063308;36;322679804
32063310;89;925331985
32063311;45;322680045
32063313;59;987386340
32063314;27;213608229
32063316;35;32063317
32063317;45;987386897
32063319;70;924158414
32063320;21;987386901
32063322;11;987386899
32063322;19;987386895
32063323;5;931129989
32063325;13;931130618
32063326;46;32063352
32063328;51;685467723
32063330;53;283659927
32063334;17;682379266
32063336;98;32063338
32063338;83;32063339
32063339;70;32063341
32063341;41;1172160895
32063342;60;965424141
32063344;134;32063346
32063346;126;32063348
32063348;28;32063350
32063349;76;965424161
32063350;7;965423670
32063350;27;965423729
32063352;34;283659929
32063364;26;213610666
32063367;145;29783004
32063368;13;965773401
32063370;16;965773580
32063393;11;236228199
32063400;128;966735018
32063402;4;966736746
32063403;17;1030117395
32063403;21;1030117379
32063405;18;32063403
32063406;35;966555001
32063406;15;966555173
32063409;10;32063406
32063411;21;32063409
32063412;7;966737580
32063418;74;966735262
32063419;31;966735801
32063420;45;213634444
32063422;27;213635848
32063423;24;213641281
32063425;35;965424245
32063426;63;32063425
32063431;103;931130020
32063433;21;947387307
32063434;30;32063364
32063436;43;32063433
32067433;63;267567173
32067435;30;213546510
32067436;190;32067435
32067453;26;206344200
32067460;19;206343893
32067555;27;206343915
32067556;77;32067555
32067558;67;32067556
32067561;381;32067558
32067563;13;232660387
32067563;106;32067561
32067566;69;206344144
32067567;160;32067566
32067569;154;32067567
32067571;201;206344113
32067572;257;32067571
32067574;38;262224973
32067574;30;213546654
32067575;63;32067574
32067577;50;1161920136
32067579;53;267567175
32067580;96;32067579
32067582;39;267567171
32067585;257;297892004
32067588;531;32067585
32122102;30;206348682
32122102;198;236160220
32122103;84;206350462
32122114;11;938028517
32122127;14;460051677
32122129;52;460051669
32122131;17;460051668
32122133;43;32122131
32122135;43;460051665
32122136;24;460051664
32122141;62;262018917
32122141;109;30371959
32122145;76;240977613
32122147;14;356943645
32122153;298;261741374
32122154;34;261744318
32122156;32;207452697
32122158;30;207452699
32122160;33;207452701
32122163;185;207452695
32122165;30;207452703
32122167;85;251750483
32122167;128;278194691
32122170;102;251767753
32122170;69;278196767
32122170;54;278196754
32122172;65;278196773
32122178;60;278192364
32122178;45;251767751
32122178;67;278198319
32122180;132;278192367
32122180;122;34805993
32122182;123;1189028581
32122182;26;278192360
32122185;117;261708618
32122185;19;933966991
32122186;107;32122167
32122186;18;378365412
602156570;20;272303123
502432454;42;321487710
502432475;15;280366194
502432485;62;502432487
502432487;31;502432491
502432491;35;502432495
502432495;112;321487710
502432500;35;502432505
502432505;132;502432508
502432508;48;502432513
502432513;46;502432516
502432516;17;502432551
502432516;42;502432520
502432520;60;502432523
502432523;54;502432527
502432527;66;502432529
502432529;45;502432532
502432532;20;502432537
502432532;39;502432534
502432534;65;321487716
502432537;12;502432540
502432540;20;502432544
502432544;43;502432547
502432551;42;502432554
502432554;58;502432560
502432560;66;502432563
502432563;62;502432566
502432566;28;502432587
502432587;29;502432590
502432590;45;502432594
502432594;51;502432596
502432600;75;502432605
502432605;65;502432609
502432605;51;502432727
502432609;197;289309324
502432614;9;502432618
502432618;7;502432624
502432624;32;502432703
502432631;50;502432508
502432636;17;502432631
502432641;69;502432636
502432644;6;502432641
502432644;8;502432649
502432649;52;502432651
502432651;39;412637774
502432658;42;502432605
502432660;69;502432676
502432666;79;502432679
502432670;15;502432672
502432672;118;412533241
502432676;83;289309716
502432679;65;502432670
502432683;24;412533240
502432683;141;502432686
502432695;64;321487708
502432695;189;502432699
502432703;16;502432627
502432727;14;502432739
502432739;67;502432614
502432805;79;245482848
502433077;16;497375759
502433077;13;502433081
502433081;72;502433083
502433083;54;502433086
702439796;177;245425629
702439799;224;1111449246
702439804;178;702478752
702439809;77;702439811
702439811;80;245425749
702439815;269;702439796
702478752;16;702439799
402553994;112;402553998
402553998;35;402574630
402554031;5;488327290
402579673;93;402579677
402579677;69;402579681
402579681;12;597815496
402599851;132;974381067
402599855;36;296375345
602651341;36;30372086
602651346;33;30372086
602651348;33;251690397
602651348;35;290148694
602651351;11;290148694
602651354;21;261747338
602651356;31;261747338
902661304;57;902661308
902663305;10;278213722
902674786;18;902674787
902674787;14;902674788
902674788;17;902674789
902674789;25;251691141
902677077;121;540877617
902677077;54;902677306
902677306;72;902677307
902677307;8;902677308
902677308;11;902677309
902677309;16;902677310
902677310;19;902677311
902677311;55;902677312
902677312;16;902677313
902677313;21;902677314
902677314;20;902677315
902677315;11;902677316
902677316;34;902677317
902677317;80;902677318
902677319;24;284608857
902678584;32;902678587
902678587;74;902678588
902678588;16;902678590
902678590;22;902678593
902678769;145;535315532
902679190;98;902679191
902679191;61;902679192
902679192;52;902679193
902679193;20;902679194
902680699;12;902684976
902684845;13;902684846
902684917;22;902684919
702724800;66;702724821
702724805;38;702724807
702724807;243;245425132
702724809;62;245424560
702724809;85;702724811
702724811;21;702724805
702724813;38;245425133
702724813;81;702724817
702724815;47;245425132
702724815;238;702724805
702724817;74;702724819
702724819;30;702724827
702724821;102;702724815
702724822;25;702724824
702724824;61;245426350
702724827;16;702724829
702724831;98;702724833
702724833;24;702724838
702724834;21;702724822
702724836;51;702724834
702724836;49;702724827
702724838;14;245424971
702724845;12;702724848
702724848;52;702724865
702724865;77;702724840
702733202;95;281798137
702733220;9;281798134
902756463;29;902756469
902756469;22;902756474
902756474;22;902756483
902756483;56;902756487
902756487;40;902756492
902756492;34;902756512
902756512;6;902756515
902756808;38;902756813
902756813;35;902756817
902756817;36;902756821
902757773;58;902757776
902757776;37;902757779
902757779;42;535294506
902758421;32;902758424
902758424;22;902758427
902758427;22;902758430
902758430;30;902758433
902758433;22;535294319
902764377;28;902764378
902764377;40;902764742
902764378;62;902764379
902764379;38;902764380
902764380;58;902764381
902764381;64;902764382
902764382;66;902764383
902764383;71;535294191
902764413;34;902764515
902764416;24;535293047
902764416;94;906760046
902764416;65;902764506
902764506;45;902764508
902764508;45;902764510
902764510;29;902764513
902764513;53;902764413
902764515;31;902764516
902764516;38;902764517
902764517;44;902764377
902764742;63;902764744
902764744;49;902764747
902764747;37;902764748
902764748;36;902764749
902764749;574;902764416
902765245;36;902765247
902765247;21;902765248
902765248;40;902765250
902765250;33;902765251
902765251;40;902765253
902765253;22;902765254
902765254;23;902765256
902765486;30;902765487
902765550;15;902765552
902765552;11;535293029
802770055;24;452256032
702797562;81;280603484
702797563;66;281775259
903113779;59;903113784
903113784;8;903113789
903113789;65;931816535
903124370;38;903124377
903124377;54;903124382
903124823;153;283705766
703160206;20;703862619
703160208;13;288038842
703164141;44;703164143
703164143;13;703164144
703164143;181;451212803
703164144;13;703164145
703164145;51;703164146
703164146;144;703164148
703164148;88;703164149
703164148;52;703164165
703164149;39;1135302838
703164151;78;703164152
703164152;63;703164153
703164153;145;703164160
703164154;71;748818421
703164157;23;1135302810
703164157;140;703164159
703164159;64;703164149
703164160;149;245368013
703164161;56;703164162
703164162;133;703164143
703164162;71;703164148
703164164;96;703164146
703164166;43;703164162
903230617;11;903230627
903230627;10;931255985
903230641;10;931256093
903230652;5;940798660
903241447;50;903241449
903241449;44;948338067
903241452;22;949300417
903241454;5;948338144
903241456;34;903241458
903241458;23;948338135
903241460;31;949300771
903241463;36;903241464
903241464;22;903241467
903241467;26;903241470
903241470;17;903241477
903241477;57;265531107
903249248;34;984528050
903251152;23;903251154
903251154;43;924068343
503254313;99;280889400
503254317;106;258234475
503254320;60;258234441
503254320;86;503254321
503254321;97;503254325
503254325;10;503254327
503254327;27;503254317
903254427;83;903254431
903254431;16;903254434
903254434;30;685470281
903267214;13;327686701
903267543;38;903267544
903267544;81;903267546
903267546;26;327686704
903273903;108;327755131
903274284;176;903274285
903274285;63;327755131
903276832;25;903276834
903276834;14;903276838
903276838;28;903276840
